text,label_india_relevance,label_sector,label_attack_type
"In 2016 in Germany, a Malware attack targeted Telecommunications by Hacker Group via Social Engineering causing $77.7M loss affecting 57200 users (resolved in 26 hours)",0,Telecom,Malware
"In 2016 in USA, a Phishing attack targeted Government by Nation-state via Social Engineering causing $14.65M loss affecting 936566 users (resolved in 61 hours)",0,Govt,Phishing
"In 2019 in Japan, a DDoS attack targeted Healthcare by Insider via Unpatched Software causing $68.4M loss affecting 567370 users (resolved in 9 hours)",0,Other,Other
"In 2015 in India, a Malware attack targeted Banking by Hacker Group via Unpatched Software causing $34.51M loss affecting 970056 users (resolved in 30 hours)",1,BFSI,Malware
"In 2020 in Brazil, a Ransomware attack targeted IT by Hacker Group via Unpatched Software causing $71.74M loss affecting 3432 users (resolved in 45 hours)",0,Other,Ransomware
"In 2015 in Brazil, a Malware attack targeted Education by Insider via Social Engineering causing $37.54M loss affecting 49473 users (resolved in 51 hours)",0,Other,Malware
"In 2019 in France, a Man-in-the-Middle attack targeted IT by Hacker Group via Zero-day causing $76.35M loss affecting 460984 users (resolved in 55 hours)",0,Other,Exploit
"In 2024 in UK, a Phishing attack targeted IT by Nation-state via Social Engineering causing $71.2M loss affecting 228010 users (resolved in 59 hours)",0,Other,Phishing
"In 2024 in Russia, a Ransomware attack targeted Government by Hacker Group via Unpatched Software causing $48.88M loss affecting 172789 users (resolved in 10 hours)",0,Govt,Ransomware
"In 2020 in China, a Man-in-the-Middle attack targeted Retail by Nation-state via Unpatched Software causing $48.24M loss affecting 338732 users (resolved in 15 hours)",0,Other,Exploit
"In 2017 in Germany, a Ransomware attack targeted Healthcare by Insider via Weak Passwords causing $32.0M loss affecting 175755 users (resolved in 30 hours)",0,Other,Ransomware
"In 2023 in Brazil, a DDoS attack targeted Education by Nation-state via Social Engineering causing $50.34M loss affecting 897521 users (resolved in 19 hours)",0,Other,Other
"In 2016 in Russia, a Ransomware attack targeted Healthcare by Insider via Unpatched Software causing $5.18M loss affecting 719532 users (resolved in 10 hours)",0,Other,Ransomware
"In 2024 in Australia, a DDoS attack targeted Government by Insider via Zero-day causing $95.28M loss affecting 583925 users (resolved in 70 hours)",0,Govt,Other
"In 2016 in Russia, a Phishing attack targeted Retail by Unknown via Zero-day causing $70.4M loss affecting 480522 users (resolved in 72 hours)",0,Other,Phishing
"In 2015 in Brazil, a SQL Injection attack targeted IT by Unknown via Zero-day causing $47.2M loss affecting 16957 users (resolved in 49 hours)",0,Other,Other
"In 2016 in France, a Ransomware attack targeted IT by Unknown via Unpatched Software causing $29.35M loss affecting 316228 users (resolved in 7 hours)",0,Other,Ransomware
"In 2018 in Australia, a SQL Injection attack targeted Banking by Insider via Unpatched Software causing $20.28M loss affecting 363414 users (resolved in 59 hours)",0,BFSI,Other
"In 2015 in UK, a Man-in-the-Middle attack targeted Telecommunications by Insider via Zero-day causing $71.9M loss affecting 733671 users (resolved in 20 hours)",0,Telecom,Exploit
"In 2019 in France, a SQL Injection attack targeted Telecommunications by Nation-state via Weak Passwords causing $27.91M loss affecting 399457 users (resolved in 48 hours)",0,Telecom,Other
"In 2017 in China, a DDoS attack targeted Government by Nation-state via Social Engineering causing $57.34M loss affecting 171772 users (resolved in 8 hours)",0,Govt,Other
"In 2015 in USA, a Phishing attack targeted Government by Insider via Unpatched Software causing $82.4M loss affecting 197305 users (resolved in 34 hours)",0,Govt,Phishing
"In 2023 in Russia, a Ransomware attack targeted Healthcare by Insider via Social Engineering causing $15.08M loss affecting 677971 users (resolved in 51 hours)",0,Other,Ransomware
"In 2021 in India, a Man-in-the-Middle attack targeted Banking by Hacker Group via Social Engineering causing $55.12M loss affecting 942454 users (resolved in 66 hours)",1,BFSI,Exploit
"In 2022 in Russia, a Ransomware attack targeted Government by Insider via Unpatched Software causing $38.84M loss affecting 211205 users (resolved in 54 hours)",0,Govt,Ransomware
"In 2024 in Japan, a Malware attack targeted Telecommunications by Insider via Zero-day causing $42.79M loss affecting 483399 users (resolved in 50 hours)",0,Telecom,Malware
"In 2016 in China, a DDoS attack targeted Telecommunications by Nation-state via Weak Passwords causing $97.83M loss affecting 699791 users (resolved in 2 hours)",0,Telecom,Other
"In 2019 in Germany, a Phishing attack targeted Education by Nation-state via Unpatched Software causing $10.04M loss affecting 679314 users (resolved in 39 hours)",0,Other,Phishing
"In 2020 in Brazil, a SQL Injection attack targeted Retail by Insider via Unpatched Software causing $96.97M loss affecting 466897 users (resolved in 58 hours)",0,Other,Other
"In 2024 in Brazil, a SQL Injection attack targeted Healthcare by Hacker Group via Zero-day causing $41.05M loss affecting 175957 users (resolved in 69 hours)",0,Other,Other
"In 2019 in India, a Ransomware attack targeted Government by Nation-state via Weak Passwords causing $10.37M loss affecting 912202 users (resolved in 15 hours)",1,Govt,Ransomware
"In 2019 in Russia, a DDoS attack targeted Education by Nation-state via Social Engineering causing $33.73M loss affecting 985398 users (resolved in 54 hours)",0,Other,Other
"In 2023 in China, a SQL Injection attack targeted Education by Nation-state via Weak Passwords causing $4.18M loss affecting 715127 users (resolved in 60 hours)",0,Other,Other
"In 2021 in USA, a Malware attack targeted Retail by Hacker Group via Unpatched Software causing $72.24M loss affecting 472835 users (resolved in 57 hours)",0,Other,Malware
"In 2016 in Australia, a DDoS attack targeted Healthcare by Unknown via Weak Passwords causing $98.25M loss affecting 412019 users (resolved in 34 hours)",0,Other,Other
"In 2021 in India, a SQL Injection attack targeted Retail by Insider via Weak Passwords causing $85.69M loss affecting 172469 users (resolved in 16 hours)",1,Other,Other
"In 2015 in UK, a Phishing attack targeted Banking by Unknown via Unpatched Software causing $39.12M loss affecting 893284 users (resolved in 21 hours)",0,BFSI,Phishing
"In 2021 in India, a Malware attack targeted Telecommunications by Hacker Group via Zero-day causing $82.66M loss affecting 586 users (resolved in 23 hours)",1,Telecom,Malware
"In 2017 in Japan, a Phishing attack targeted IT by Nation-state via Social Engineering causing $49.12M loss affecting 845169 users (resolved in 1 hours)",0,Other,Phishing
"In 2018 in Germany, a Ransomware attack targeted Government by Unknown via Unpatched Software causing $89.36M loss affecting 184748 users (resolved in 4 hours)",0,Govt,Ransomware
"In 2021 in Japan, a Malware attack targeted Healthcare by Nation-state via Weak Passwords causing $77.84M loss affecting 783976 users (resolved in 62 hours)",0,Other,Malware
"In 2015 in France, a Phishing attack targeted IT by Unknown via Weak Passwords causing $49.84M loss affecting 282583 users (resolved in 15 hours)",0,Other,Phishing
"In 2020 in Germany, a SQL Injection attack targeted Healthcare by Unknown via Unpatched Software causing $96.31M loss affecting 591828 users (resolved in 16 hours)",0,Other,Other
"In 2018 in India, a SQL Injection attack targeted Government by Nation-state via Zero-day causing $18.44M loss affecting 27344 users (resolved in 1 hours)",1,Govt,Other
"In 2024 in Australia, a Ransomware attack targeted Healthcare by Unknown via Social Engineering causing $18.16M loss affecting 200307 users (resolved in 59 hours)",0,Other,Ransomware
"In 2018 in China, a Man-in-the-Middle attack targeted IT by Insider via Zero-day causing $68.28M loss affecting 528411 users (resolved in 10 hours)",0,Other,Exploit
"In 2015 in France, a Phishing attack targeted Banking by Insider via Weak Passwords causing $95.72M loss affecting 551812 users (resolved in 69 hours)",0,BFSI,Phishing
"In 2019 in Brazil, a SQL Injection attack targeted Education by Unknown via Unpatched Software causing $96.6M loss affecting 975019 users (resolved in 38 hours)",0,Other,Other
"In 2015 in China, a DDoS attack targeted Government by Nation-state via Social Engineering causing $97.15M loss affecting 399851 users (resolved in 38 hours)",0,Govt,Other
"In 2024 in India, a Ransomware attack targeted Government by Hacker Group via Social Engineering causing $79.3M loss affecting 998833 users (resolved in 21 hours)",1,Govt,Ransomware
"In 2017 in France, a Man-in-the-Middle attack targeted Education by Hacker Group via Unpatched Software causing $76.35M loss affecting 517640 users (resolved in 4 hours)",0,Other,Exploit
"In 2023 in Russia, a DDoS attack targeted Banking by Hacker Group via Social Engineering causing $33.51M loss affecting 615332 users (resolved in 65 hours)",0,BFSI,Other
"In 2017 in France, a SQL Injection attack targeted Healthcare by Insider via Weak Passwords causing $96.08M loss affecting 592364 users (resolved in 21 hours)",0,Other,Other
"In 2020 in China, a Phishing attack targeted Education by Insider via Zero-day causing $33.69M loss affecting 943680 users (resolved in 46 hours)",0,Other,Phishing
"In 2017 in Brazil, a Man-in-the-Middle attack targeted Retail by Unknown via Unpatched Software causing $17.99M loss affecting 506551 users (resolved in 53 hours)",0,Other,Exploit
"In 2022 in Japan, a Ransomware attack targeted Government by Insider via Weak Passwords causing $86.84M loss affecting 122651 users (resolved in 59 hours)",0,Govt,Ransomware
"In 2018 in USA, a Man-in-the-Middle attack targeted Retail by Nation-state via Weak Passwords causing $97.62M loss affecting 459039 users (resolved in 68 hours)",0,Other,Exploit
"In 2021 in Germany, a Ransomware attack targeted IT by Insider via Weak Passwords causing $25.85M loss affecting 176331 users (resolved in 25 hours)",0,Other,Ransomware
"In 2018 in USA, a Ransomware attack targeted Healthcare by Unknown via Unpatched Software causing $27.37M loss affecting 543437 users (resolved in 20 hours)",0,Other,Ransomware
"In 2022 in Germany, a SQL Injection attack targeted Telecommunications by Insider via Zero-day causing $29.02M loss affecting 859311 users (resolved in 47 hours)",0,Telecom,Other
"In 2018 in USA, a DDoS attack targeted Retail by Unknown via Unpatched Software causing $90.78M loss affecting 877041 users (resolved in 48 hours)",0,Other,Other
"In 2022 in France, a Ransomware attack targeted Healthcare by Nation-state via Social Engineering causing $42.33M loss affecting 657939 users (resolved in 47 hours)",0,Other,Ransomware
"In 2019 in Japan, a DDoS attack targeted Banking by Nation-state via Unpatched Software causing $81.89M loss affecting 920270 users (resolved in 20 hours)",0,BFSI,Other
"In 2015 in USA, a Ransomware attack targeted Healthcare by Unknown via Unpatched Software causing $43.81M loss affecting 905935 users (resolved in 60 hours)",0,Other,Ransomware
"In 2019 in Australia, a Malware attack targeted Telecommunications by Insider via Unpatched Software causing $93.71M loss affecting 217863 users (resolved in 31 hours)",0,Telecom,Malware
"In 2020 in UK, a Man-in-the-Middle attack targeted Government by Insider via Social Engineering causing $54.29M loss affecting 930468 users (resolved in 35 hours)",0,Govt,Exploit
"In 2022 in Japan, a Phishing attack targeted Healthcare by Unknown via Zero-day causing $55.72M loss affecting 179545 users (resolved in 15 hours)",0,Other,Phishing
"In 2023 in India, a Ransomware attack targeted Retail by Insider via Weak Passwords causing $5.57M loss affecting 582097 users (resolved in 40 hours)",1,Other,Ransomware
"In 2023 in France, a SQL Injection attack targeted Banking by Unknown via Zero-day causing $48.1M loss affecting 360752 users (resolved in 21 hours)",0,BFSI,Other
"In 2020 in India, a Phishing attack targeted Retail by Insider via Unpatched Software causing $25.79M loss affecting 907128 users (resolved in 13 hours)",1,Other,Phishing
"In 2024 in UK, a Man-in-the-Middle attack targeted Banking by Hacker Group via Social Engineering causing $14.84M loss affecting 817793 users (resolved in 64 hours)",0,BFSI,Exploit
"In 2024 in China, a Malware attack targeted Healthcare by Nation-state via Zero-day causing $85.76M loss affecting 922209 users (resolved in 27 hours)",0,Other,Malware
"In 2019 in USA, a DDoS attack targeted Retail by Insider via Social Engineering causing $18.76M loss affecting 411707 users (resolved in 42 hours)",0,Other,Other
"In 2020 in India, a Phishing attack targeted Healthcare by Insider via Weak Passwords causing $38.19M loss affecting 847958 users (resolved in 32 hours)",1,Other,Phishing
"In 2015 in India, a Man-in-the-Middle attack targeted Banking by Nation-state via Unpatched Software causing $38.1M loss affecting 187807 users (resolved in 37 hours)",1,BFSI,Exploit
"In 2024 in China, a SQL Injection attack targeted Telecommunications by Unknown via Weak Passwords causing $10.18M loss affecting 637350 users (resolved in 52 hours)",0,Telecom,Other
"In 2024 in China, a SQL Injection attack targeted IT by Hacker Group via Zero-day causing $36.27M loss affecting 237068 users (resolved in 65 hours)",0,Other,Other
"In 2022 in Australia, a Ransomware attack targeted Government by Nation-state via Unpatched Software causing $92.07M loss affecting 819812 users (resolved in 63 hours)",0,Govt,Ransomware
"In 2023 in Brazil, a SQL Injection attack targeted Healthcare by Hacker Group via Social Engineering causing $72.9M loss affecting 434510 users (resolved in 72 hours)",0,Other,Other
"In 2019 in USA, a DDoS attack targeted Telecommunications by Nation-state via Unpatched Software causing $57.52M loss affecting 513601 users (resolved in 14 hours)",0,Telecom,Other
"In 2015 in Japan, a Malware attack targeted Healthcare by Unknown via Social Engineering causing $5.79M loss affecting 821803 users (resolved in 40 hours)",0,Other,Malware
"In 2020 in Russia, a Man-in-the-Middle attack targeted IT by Unknown via Zero-day causing $14.68M loss affecting 12585 users (resolved in 30 hours)",0,Other,Exploit
"In 2020 in Russia, a Man-in-the-Middle attack targeted Telecommunications by Hacker Group via Unpatched Software causing $10.12M loss affecting 405253 users (resolved in 52 hours)",0,Telecom,Exploit
"In 2017 in Japan, a DDoS attack targeted IT by Unknown via Unpatched Software causing $86.89M loss affecting 703035 users (resolved in 15 hours)",0,Other,Other
"In 2022 in Australia, a Phishing attack targeted Government by Nation-state via Social Engineering causing $9.84M loss affecting 580402 users (resolved in 70 hours)",0,Govt,Phishing
"In 2017 in France, a Man-in-the-Middle attack targeted Education by Hacker Group via Social Engineering causing $49.94M loss affecting 640572 users (resolved in 51 hours)",0,Other,Exploit
"In 2023 in Japan, a Phishing attack targeted Banking by Hacker Group via Social Engineering causing $75.13M loss affecting 85528 users (resolved in 55 hours)",0,BFSI,Phishing
"In 2024 in UK, a Malware attack targeted Healthcare by Unknown via Zero-day causing $33.21M loss affecting 79940 users (resolved in 64 hours)",0,Other,Malware
"In 2023 in China, a SQL Injection attack targeted Telecommunications by Hacker Group via Social Engineering causing $54.41M loss affecting 215401 users (resolved in 50 hours)",0,Telecom,Other
"In 2018 in France, a Malware attack targeted IT by Nation-state via Zero-day causing $59.56M loss affecting 450313 users (resolved in 26 hours)",0,Other,Malware
"In 2016 in Australia, a Malware attack targeted Retail by Nation-state via Unpatched Software causing $45.71M loss affecting 461668 users (resolved in 10 hours)",0,Other,Malware
"In 2021 in France, a Man-in-the-Middle attack targeted Banking by Insider via Social Engineering causing $4.94M loss affecting 71156 users (resolved in 34 hours)",0,BFSI,Exploit
"In 2017 in India, a Ransomware attack targeted Government by Unknown via Zero-day causing $89.47M loss affecting 201732 users (resolved in 39 hours)",1,Govt,Ransomware
"In 2018 in Russia, a Man-in-the-Middle attack targeted Government by Nation-state via Weak Passwords causing $45.91M loss affecting 322132 users (resolved in 44 hours)",0,Govt,Exploit
"In 2021 in Japan, a Phishing attack targeted Banking by Insider via Zero-day causing $82.85M loss affecting 854309 users (resolved in 16 hours)",0,BFSI,Phishing
"In 2016 in USA, a Phishing attack targeted Retail by Insider via Zero-day causing $89.85M loss affecting 998085 users (resolved in 7 hours)",0,Other,Phishing
"In 2018 in France, a Malware attack targeted IT by Insider via Weak Passwords causing $10.81M loss affecting 479628 users (resolved in 13 hours)",0,Other,Malware
"In 2022 in Russia, a Malware attack targeted Healthcare by Insider via Weak Passwords causing $34.32M loss affecting 554162 users (resolved in 33 hours)",0,Other,Malware
"In 2022 in USA, a Phishing attack targeted Government by Hacker Group via Social Engineering causing $92.54M loss affecting 653402 users (resolved in 5 hours)",0,Govt,Phishing
"In 2016 in UK, a Man-in-the-Middle attack targeted Government by Hacker Group via Unpatched Software causing $62.9M loss affecting 119785 users (resolved in 14 hours)",0,Govt,Exploit
"In 2018 in Germany, a DDoS attack targeted Banking by Hacker Group via Unpatched Software causing $48.76M loss affecting 754656 users (resolved in 35 hours)",0,BFSI,Other
"In 2016 in USA, a Malware attack targeted Retail by Unknown via Unpatched Software causing $41.11M loss affecting 848855 users (resolved in 37 hours)",0,Other,Malware
"In 2021 in China, a SQL Injection attack targeted Healthcare by Nation-state via Zero-day causing $57.2M loss affecting 328454 users (resolved in 10 hours)",0,Other,Other
"In 2018 in Russia, a DDoS attack targeted Education by Hacker Group via Weak Passwords causing $13.13M loss affecting 510702 users (resolved in 15 hours)",0,Other,Other
"In 2015 in Australia, a Man-in-the-Middle attack targeted Education by Hacker Group via Social Engineering causing $20.96M loss affecting 248083 users (resolved in 70 hours)",0,Other,Exploit
"In 2023 in Brazil, a DDoS attack targeted Government by Unknown via Zero-day causing $42.75M loss affecting 746425 users (resolved in 24 hours)",0,Govt,Other
"In 2018 in Japan, a Ransomware attack targeted Education by Unknown via Zero-day causing $82.89M loss affecting 336607 users (resolved in 17 hours)",0,Other,Ransomware
"In 2021 in Brazil, a Ransomware attack targeted Government by Insider via Social Engineering causing $21.21M loss affecting 570810 users (resolved in 72 hours)",0,Govt,Ransomware
"In 2020 in France, a Malware attack targeted Banking by Insider via Unpatched Software causing $12.25M loss affecting 162930 users (resolved in 13 hours)",0,BFSI,Malware
"In 2015 in Japan, a SQL Injection attack targeted Education by Nation-state via Social Engineering causing $61.87M loss affecting 244406 users (resolved in 43 hours)",0,Other,Other
"In 2016 in Japan, a DDoS attack targeted Education by Nation-state via Social Engineering causing $71.12M loss affecting 604557 users (resolved in 20 hours)",0,Other,Other
"In 2024 in Germany, a Man-in-the-Middle attack targeted Education by Hacker Group via Social Engineering causing $26.58M loss affecting 313397 users (resolved in 36 hours)",0,Other,Exploit
"In 2023 in Australia, a Malware attack targeted Retail by Nation-state via Unpatched Software causing $5.24M loss affecting 696902 users (resolved in 21 hours)",0,Other,Malware
"In 2024 in UK, a Phishing attack targeted Banking by Hacker Group via Unpatched Software causing $30.39M loss affecting 156576 users (resolved in 72 hours)",0,BFSI,Phishing
"In 2020 in UK, a Phishing attack targeted Healthcare by Hacker Group via Zero-day causing $66.55M loss affecting 843310 users (resolved in 71 hours)",0,Other,Phishing
"In 2016 in China, a DDoS attack targeted Telecommunications by Insider via Social Engineering causing $83.02M loss affecting 281862 users (resolved in 4 hours)",0,Telecom,Other
"In 2024 in India, a Ransomware attack targeted IT by Insider via Unpatched Software causing $88.23M loss affecting 526308 users (resolved in 23 hours)",1,Other,Ransomware
"In 2018 in Russia, a DDoS attack targeted IT by Insider via Social Engineering causing $5.18M loss affecting 826924 users (resolved in 35 hours)",0,Other,Other
"In 2024 in China, a DDoS attack targeted IT by Insider via Social Engineering causing $13.77M loss affecting 928751 users (resolved in 26 hours)",0,Other,Other
"In 2021 in China, a Ransomware attack targeted Education by Hacker Group via Weak Passwords causing $21.9M loss affecting 304804 users (resolved in 53 hours)",0,Other,Ransomware
"In 2024 in Brazil, a Man-in-the-Middle attack targeted Education by Nation-state via Weak Passwords causing $34.42M loss affecting 960625 users (resolved in 48 hours)",0,Other,Exploit
"In 2019 in France, a Ransomware attack targeted Government by Unknown via Weak Passwords causing $57.9M loss affecting 264088 users (resolved in 28 hours)",0,Govt,Ransomware
"In 2022 in Australia, a Phishing attack targeted Healthcare by Insider via Unpatched Software causing $61.97M loss affecting 633750 users (resolved in 45 hours)",0,Other,Phishing
"In 2021 in China, a Ransomware attack targeted Healthcare by Unknown via Social Engineering causing $56.11M loss affecting 255531 users (resolved in 17 hours)",0,Other,Ransomware
"In 2018 in Australia, a Ransomware attack targeted Banking by Insider via Unpatched Software causing $50.64M loss affecting 874035 users (resolved in 38 hours)",0,BFSI,Ransomware
"In 2017 in USA, a DDoS attack targeted Healthcare by Insider via Zero-day causing $64.99M loss affecting 632431 users (resolved in 55 hours)",0,Other,Other
"In 2018 in Brazil, a Ransomware attack targeted Education by Nation-state via Zero-day causing $69.04M loss affecting 939146 users (resolved in 56 hours)",0,Other,Ransomware
"In 2022 in India, a Man-in-the-Middle attack targeted Retail by Hacker Group via Social Engineering causing $13.82M loss affecting 633855 users (resolved in 37 hours)",1,Other,Exploit
"In 2016 in Australia, a Malware attack targeted Government by Nation-state via Zero-day causing $22.48M loss affecting 686176 users (resolved in 62 hours)",0,Govt,Malware
"In 2022 in China, a Malware attack targeted Retail by Unknown via Zero-day causing $11.31M loss affecting 561807 users (resolved in 17 hours)",0,Other,Malware
"In 2023 in India, a SQL Injection attack targeted Government by Unknown via Zero-day causing $60.53M loss affecting 15768 users (resolved in 66 hours)",1,Govt,Other
"In 2019 in Germany, a Malware attack targeted Healthcare by Hacker Group via Weak Passwords causing $98.45M loss affecting 32423 users (resolved in 45 hours)",0,Other,Malware
"In 2021 in China, a SQL Injection attack targeted IT by Nation-state via Weak Passwords causing $97.06M loss affecting 329378 users (resolved in 61 hours)",0,Other,Other
"In 2020 in India, a Phishing attack targeted Healthcare by Hacker Group via Weak Passwords causing $64.7M loss affecting 541451 users (resolved in 17 hours)",1,Other,Phishing
"In 2020 in China, a Man-in-the-Middle attack targeted Education by Unknown via Unpatched Software causing $1.05M loss affecting 255393 users (resolved in 71 hours)",0,Other,Exploit
"In 2017 in Japan, a Phishing attack targeted Government by Hacker Group via Zero-day causing $89.97M loss affecting 141115 users (resolved in 9 hours)",0,Govt,Phishing
"In 2015 in India, a Man-in-the-Middle attack targeted Telecommunications by Nation-state via Zero-day causing $48.58M loss affecting 358210 users (resolved in 11 hours)",1,Telecom,Exploit
"In 2023 in Japan, a Man-in-the-Middle attack targeted Education by Insider via Zero-day causing $16.42M loss affecting 60322 users (resolved in 22 hours)",0,Other,Exploit
"In 2019 in China, a Ransomware attack targeted Government by Unknown via Zero-day causing $15.42M loss affecting 555153 users (resolved in 11 hours)",0,Govt,Ransomware
"In 2018 in India, a SQL Injection attack targeted Healthcare by Insider via Social Engineering causing $47.15M loss affecting 98266 users (resolved in 18 hours)",1,Other,Other
"In 2019 in Russia, a Man-in-the-Middle attack targeted IT by Insider via Zero-day causing $52.8M loss affecting 633511 users (resolved in 58 hours)",0,Other,Exploit
"In 2015 in UK, a Man-in-the-Middle attack targeted Banking by Unknown via Social Engineering causing $64.88M loss affecting 976213 users (resolved in 28 hours)",0,BFSI,Exploit
"In 2016 in Brazil, a DDoS attack targeted Telecommunications by Unknown via Social Engineering causing $94.1M loss affecting 838739 users (resolved in 21 hours)",0,Telecom,Other
"In 2023 in China, a Ransomware attack targeted IT by Nation-state via Weak Passwords causing $23.18M loss affecting 367503 users (resolved in 17 hours)",0,Other,Ransomware
"In 2018 in China, a Ransomware attack targeted Education by Insider via Social Engineering causing $17.44M loss affecting 598614 users (resolved in 59 hours)",0,Other,Ransomware
"In 2022 in France, a Phishing attack targeted Retail by Hacker Group via Unpatched Software causing $22.72M loss affecting 629571 users (resolved in 41 hours)",0,Other,Phishing
"In 2021 in Japan, a Man-in-the-Middle attack targeted Education by Nation-state via Unpatched Software causing $69.99M loss affecting 834355 users (resolved in 71 hours)",0,Other,Exploit
"In 2020 in USA, a Man-in-the-Middle attack targeted IT by Nation-state via Unpatched Software causing $87.88M loss affecting 731495 users (resolved in 3 hours)",0,Other,Exploit
"In 2020 in UK, a SQL Injection attack targeted Retail by Insider via Social Engineering causing $69.91M loss affecting 354637 users (resolved in 63 hours)",0,Other,Other
"In 2020 in USA, a Ransomware attack targeted Banking by Nation-state via Weak Passwords causing $27.45M loss affecting 60428 users (resolved in 27 hours)",0,BFSI,Ransomware
"In 2024 in China, a DDoS attack targeted Retail by Nation-state via Unpatched Software causing $13.17M loss affecting 95351 users (resolved in 11 hours)",0,Other,Other
"In 2020 in Brazil, a Phishing attack targeted Retail by Insider via Weak Passwords causing $50.99M loss affecting 826159 users (resolved in 3 hours)",0,Other,Phishing
"In 2020 in France, a SQL Injection attack targeted Healthcare by Insider via Zero-day causing $66.92M loss affecting 234301 users (resolved in 32 hours)",0,Other,Other
"In 2020 in UK, a Phishing attack targeted Healthcare by Nation-state via Social Engineering causing $39.47M loss affecting 551014 users (resolved in 71 hours)",0,Other,Phishing
"In 2017 in Brazil, a SQL Injection attack targeted Telecommunications by Nation-state via Social Engineering causing $4.35M loss affecting 809757 users (resolved in 61 hours)",0,Telecom,Other
"In 2017 in UK, a Malware attack targeted Healthcare by Unknown via Social Engineering causing $24.06M loss affecting 612319 users (resolved in 47 hours)",0,Other,Malware
"In 2015 in UK, a Phishing attack targeted Telecommunications by Nation-state via Unpatched Software causing $21.8M loss affecting 312051 users (resolved in 41 hours)",0,Telecom,Phishing
"In 2018 in USA, a Phishing attack targeted Banking by Insider via Zero-day causing $89.74M loss affecting 279786 users (resolved in 46 hours)",0,BFSI,Phishing
"In 2016 in Australia, a Phishing attack targeted Government by Hacker Group via Social Engineering causing $72.34M loss affecting 847817 users (resolved in 13 hours)",0,Govt,Phishing
"In 2016 in Australia, a Man-in-the-Middle attack targeted Education by Nation-state via Zero-day causing $37.48M loss affecting 382682 users (resolved in 12 hours)",0,Other,Exploit
"In 2021 in USA, a Phishing attack targeted IT by Insider via Zero-day causing $38.2M loss affecting 159917 users (resolved in 47 hours)",0,Other,Phishing
"In 2023 in France, a Man-in-the-Middle attack targeted Government by Unknown via Zero-day causing $85.85M loss affecting 841548 users (resolved in 68 hours)",0,Govt,Exploit
"In 2017 in Japan, a DDoS attack targeted Healthcare by Nation-state via Social Engineering causing $5.5M loss affecting 751586 users (resolved in 24 hours)",0,Other,Other
"In 2024 in Germany, a Man-in-the-Middle attack targeted Banking by Nation-state via Zero-day causing $53.51M loss affecting 680154 users (resolved in 2 hours)",0,BFSI,Exploit
"In 2023 in France, a Phishing attack targeted Education by Insider via Weak Passwords causing $37.38M loss affecting 978508 users (resolved in 42 hours)",0,Other,Phishing
"In 2020 in Germany, a Man-in-the-Middle attack targeted IT by Unknown via Zero-day causing $84.55M loss affecting 392247 users (resolved in 7 hours)",0,Other,Exploit
"In 2023 in Russia, a SQL Injection attack targeted Retail by Unknown via Weak Passwords causing $34.87M loss affecting 446911 users (resolved in 25 hours)",0,Other,Other
"In 2023 in Australia, a Ransomware attack targeted IT by Insider via Weak Passwords causing $17.26M loss affecting 777799 users (resolved in 2 hours)",0,Other,Ransomware
"In 2016 in Australia, a Ransomware attack targeted Healthcare by Nation-state via Zero-day causing $82.99M loss affecting 799581 users (resolved in 50 hours)",0,Other,Ransomware
"In 2015 in Germany, a Man-in-the-Middle attack targeted Retail by Hacker Group via Zero-day causing $85.34M loss affecting 819676 users (resolved in 59 hours)",0,Other,Exploit
"In 2023 in Japan, a SQL Injection attack targeted Telecommunications by Nation-state via Unpatched Software causing $31.46M loss affecting 192430 users (resolved in 49 hours)",0,Telecom,Other
"In 2016 in UK, a DDoS attack targeted Telecommunications by Hacker Group via Unpatched Software causing $74.5M loss affecting 735 users (resolved in 69 hours)",0,Telecom,Other
"In 2023 in USA, a Ransomware attack targeted Healthcare by Insider via Social Engineering causing $12.79M loss affecting 654947 users (resolved in 23 hours)",0,Other,Ransomware
"In 2018 in USA, a DDoS attack targeted Banking by Hacker Group via Social Engineering causing $10.01M loss affecting 327826 users (resolved in 35 hours)",0,BFSI,Other
"In 2016 in France, a Man-in-the-Middle attack targeted Healthcare by Unknown via Weak Passwords causing $23.99M loss affecting 106126 users (resolved in 19 hours)",0,Other,Exploit
"In 2022 in Russia, a Man-in-the-Middle attack targeted IT by Insider via Unpatched Software causing $34.57M loss affecting 46493 users (resolved in 62 hours)",0,Other,Exploit
"In 2021 in Japan, a Man-in-the-Middle attack targeted Education by Nation-state via Social Engineering causing $15.78M loss affecting 733307 users (resolved in 29 hours)",0,Other,Exploit
"In 2015 in France, a Malware attack targeted Government by Unknown via Weak Passwords causing $71.91M loss affecting 789673 users (resolved in 31 hours)",0,Govt,Malware
"In 2017 in China, a Ransomware attack targeted Education by Insider via Weak Passwords causing $64.93M loss affecting 159061 users (resolved in 12 hours)",0,Other,Ransomware
"In 2020 in China, a Phishing attack targeted Education by Hacker Group via Zero-day causing $6.35M loss affecting 80748 users (resolved in 8 hours)",0,Other,Phishing
"In 2020 in UK, a Man-in-the-Middle attack targeted IT by Unknown via Social Engineering causing $85.85M loss affecting 697536 users (resolved in 72 hours)",0,Other,Exploit
"In 2019 in Brazil, a SQL Injection attack targeted Healthcare by Insider via Weak Passwords causing $46.5M loss affecting 748146 users (resolved in 13 hours)",0,Other,Other
